id,试卷名称,试题简介,word2vec
700,-,"(2011武汉中考)如图所示,将一把钢尺紧按在桌面上,一端伸出桌边,拨动钢尺,听它振动发出的声音。改变钢尺伸出...","[-0.10583051852881908,0.2890528269896382,0.15158372494931283,-0.28641725762894277,0.06861849445359487]"
701,-,"(2011武汉四月)如图所示,在学校的田径运动会上,小明看到发令枪旁边有一块圆形的档板,关于它的作用下列说法...","[-0.16023964111350084,0.22572075171200068,-0.25601233517456995,0.012759526113146229,0.3524325291969274]"
702,-,"关于图中的现象,下列分析正确的是(  )","[-0.1734242532402277,0.2511875219643116,-0.4527273227771123,-0.18077541142702103,0.5701087241371472]"
703,-,"小明同学喜欢利用复读机进行英语听力训练,在音量不变的情况下,如果让复读机先正常播放一段录音,然后再快速...","[0.18346933806315066,0.34775960440747444,-0.007774615846574307,0.1835856098216027,-0.11004137136042119]"
704,-,(2008武汉中考)下列有关声现象的说法正确的是  (   ),"[-0.28658276866190135,0.35105537297204137,-0.34557170420885086,-0.053420767188072205,0.625559551641345]"
705,-,"甲同学在一根足够长的注满水的水管的一端用石头敲击一次,乙同学在水管的另一端用耳朵贴着水管听声。乙同学...","[-0.00017868830925888484,0.5792076150990194,0.23840243948830497,0.10517553105536434,-0.22386043270428974]"
706,-,"为了使教室内的学生免受环境噪声的干扰,以下措施合理的是","[-0.30979096845516724,0.14808759134676722,0.39311159029603004,-0.21044963487010035,0.1172044641441769]"
707,-,"(2014武汉四月)下列四幅图中,关于声现象的描述正确的是","[-0.3214162614196539,0.4179394404869527,-0.25063424929976463,-0.0866866134107113,0.5765056058764458]"
708,-,(2009武汉中考)下列措施属于在传播过程中减弱噪声的是  (   ),"[-0.251048054266721,-0.021126301214098933,0.10686034932732583,-0.2522317461669445,0.2266196021810174]"
709,-,"如图所示,用悬挂着的乒乓球接触正在发声的音叉,乒乓球会多次被弹开.这个实验是用来探究(     )","[-0.01880753512627312,0.10333994456699916,0.28043137630447745,-0.18550161751253263,-0.011444299681378261]"
710,-,"(2010武汉中考)下图中,施工人员正在为紧邻居民区的轻轨轨道安装全封闭的隔音屏,尽量将列车产生的噪声降低到...","[-0.4046149217572651,0.0395387708160438,0.33031063997431803,-0.5521410231135393,0.32354396503222616]"
711,-,"通常,人们会从噪声的产生、传播及接收三个环节控制噪声,下列措施中,属于产生环节控制噪声的是","[-0.12136753840262399,-0.3961043741334887,0.4393319101894603,-0.5381020292201463,0.03776935170240262]"
712,-,"(2012武汉中考)学生们正在教室内上课,为了减小校园外汽车的噪声干扰,下列措施可行的是(  )","[-0.3016548954183236,0.11238195979967713,0.5894278171472251,-0.16748183855088428,0.24745725467801094]"
713,-,"(2006武汉中考)近年来,我市城市建设和发展越来越注重以人为本。如主城区汽车禁鸣、主干道路面刷黑、王家墩...","[0.16544218827039003,0.420649162804087,0.36003850152095157,-0.006895922874617907,-0.26137666404247284]"
714,-,"(19武汉)关于声现象,下列说法错误的是","[-0.2879369892179966,0.405343372374773,-0.42893155770642416,-0.11401194946042129,0.6113772626434053]"
715,-,(五调9).下列关于声的说法中不正确的是,"[-0.1879758469760418,0.2424790017306805,-0.5597396790981293,-0.27338801324367523,0.6482084602117539]"
716,-,"关于声音,下列说法中正确的是","[-0.08811202272772789,0.1001880668103695,-0.4317007303237915,-0.30059914290905,0.570082726329565]"
717,-,(17武汉)下列事例中利用声传递能量的是(   ),"[-0.3289611446005957,0.11853930367422955,0.02560469614607947,0.268749580851623,0.6063018180429935]"
718,-,"关于声的应用,下列说法错误的是(  )","[-0.12593117579817772,0.2359228424727917,-0.6223221242427827,-0.2319759637117386,0.6125956565141678]"
719,-,"(2013武汉四月)噪声会影响人们的工作和生活,长期生活在噪声的环境下还会损伤听力。下列做法不利于保护听力...","[-0.01589714391157031,0.05127583686262369,0.01716440198943019,-0.03552091089077294,0.3721366718411446]"
720,-,"(2012武汉中考)学生们正在教室内上课,为了减小校园外汽车的噪声干扰,下列措施可行的是(  )","[-0.3016548954183236,0.11238195979967713,0.5894278171472251,-0.16748183855088428,0.24745725467801094]"
721,-,"通常,人们会从噪声的产生、传播及接收三个环节控制噪声,下列措施中,属于产生环节控制噪声的是","[-0.12136753840262399,-0.3961043741334887,0.4393319101894603,-0.5381020292201463,0.03776935170240262]"
722,-,(2008武汉中考)下列有关声现象的说法正确的是  (   ),"[-0.28658276866190135,0.35105537297204137,-0.34557170420885086,-0.053420767188072205,0.625559551641345]"
723,-,"(18武汉)如图所示,在筷子上捆一些棉花,做一个活塞,用水蘸湿棉花后插入两端开口的竹管中,用嘴吹管的上端,可...","[0.07828451072176297,0.29347707248396343,0.03208016950844063,0.15841734062673316,-0.20247504901554847]"
724,-,"如图所示,用悬挂着的乒乓球接触正在发声的音叉,乒乓球会多次被弹开.这个实验是用来探究(     )","[-0.01880753512627312,0.10333994456699916,0.28043137630447745,-0.18550161751253263,-0.011444299681378261]"
725,-,(2009武汉中考)下列措施属于在传播过程中减弱噪声的是  (   ),"[-0.251048054266721,-0.021126301214098933,0.10686034932732583,-0.2522317461669445,0.2266196021810174]"
726,-,"如图所示是楼梯中的一部分,从A到B是长短不同的铁护栏.一位同学用一根小木棒迅速从B到A逐一敲过铁护栏栏杆,...","[-0.06496831157710403,0.20642000040970743,0.11701178329531103,-0.11498774553183466,-0.019832831574603915]"
727,-,"(2010武汉中考)下图中,施工人员正在为紧邻居民区的轻轨轨道安装全封闭的隔音屏,尽量将列车产生的噪声降低到...","[-0.4046149217572651,0.0395387708160438,0.33031063997431803,-0.5521410231135393,0.32354396503222616]"
728,-,下列事例中利用声传递能量的是(    ),"[-0.18358764946460726,-0.0312744727358222,-0.046494689583778386,0.13779560178518296,0.678131565451622]"
729,-,"关于图中的现象,下列分析正确的是(  )","[-0.1734242532402277,0.2511875219643116,-0.4527273227771123,-0.18077541142702103,0.5701087241371472]"
730,-,(2014武汉中考)下列关于声的说法正确的是,"[-0.28099851975483553,0.4025644143777234,-0.3752571610467774,-0.02898862212896347,0.6331862189940044]"
731,-,下列与声现象有关的说法中错误的是(  ),"[-0.24962555766105654,0.2713795639574528,-0.5142209708690644,-0.2611677348613739,0.6975926011800766]"
732,-,"(16武汉)下列措施中,不能减弱噪声的是","[-0.2412956416872995,-0.03586612502112985,0.15539899787732533,-0.2700808729444231,0.3057051543146372]"
733,-,"(2006武汉中考)近年来,我市城市建设和发展越来越注重以人为本。如主城区汽车禁鸣、主干道路面刷黑、王家墩...","[0.16544218827039003,0.420649162804087,0.36003850152095157,-0.006895922874617907,-0.26137666404247284]"
734,-,"美国乔治梅森大学工程专业的两名学生Seth Robertson 和Viet Tran研究制造的声波灭火装置,如图所示,为消防灭...","[-0.22942717876285315,0.1377542670816183,-0.3348423348274082,0.06166856889612973,0.18593693953007462]"
735,-,"(2014武汉四月)下列四幅图中,关于声现象的描述正确的是","[-0.3214162614196539,0.4179394404869527,-0.25063424929976463,-0.0866866134107113,0.5765056058764458]"
736,-,"为了探究音调与什么因素有关,小明设计了下面几个实验,如图所示,你认为不能够完成探究目的的是  (     )","[-0.11274854781325248,-0.0717445721521097,-0.10524330994881251,-0.0508776175625184,0.038269686457865375]"
737,-,(2010武汉四月)下列措施中可在传播过程中控制噪声的是  (   ),"[-0.3611771057670315,0.0576946342156993,0.24991414530409706,-0.250153379721774,0.26807879511680865]"
738,-,"关于声的应用,下列说法错误的是(  )","[-0.12593117579817772,0.2359228424727917,-0.6223221242427827,-0.2319759637117386,0.6125956565141678]"
739,-,"(2012武汉四月)学生们正在教室内上课,为了减小校园外汽车的噪声干扰,下列措施可行的是","[-0.34380125836469233,0.14777352241799235,0.6260486333630979,-0.18926552293123677,0.2694843225181103]"
740,-,"如图所示,手机与音叉的位置保持不变。利用手机软件测出音叉发出的声音从30dB变为50dB.说明音叉振动的","[0.0806621428993013,-0.12429499921078482,0.35298675697089893,-0.24151393129593796,0.08964043581444356]"
741,-,(2009武汉中考)下列措施属于在传播过程中减弱噪声的是  (   ),"[-0.251048054266721,-0.021126301214098933,0.10686034932732583,-0.2522317461669445,0.2266196021810174]"
742,-,"如图所示,关于声现象的各种实验中,下列说法正确的是","[-0.1495675165206194,0.23351178038865328,-0.45860757341142744,-0.006787717109546065,0.45172136556357145]"
743,-,"关于声音,下列说法中正确的是","[-0.08811202272772789,0.1001880668103695,-0.4317007303237915,-0.30059914290905,0.570082726329565]"
744,-,(2010武汉四月)下列措施中可在传播过程中控制噪声的是  (   ),"[-0.3611771057670315,0.0576946342156993,0.24991414530409706,-0.250153379721774,0.26807879511680865]"
745,-,"(2013武汉四月)噪声会影响人们的工作和生活,长期生活在噪声的环境下还会损伤听力。下列做法不利于保护听力...","[-0.01589714391157031,0.05127583686262369,0.01716440198943019,-0.03552091089077294,0.3721366718411446]"
746,-,"(2010武汉中考)下图中,施工人员正在为紧邻居民区的轻轨轨道安装全封闭的隔音屏,尽量将列车产生的噪声降低到...","[-0.4046149217572651,0.0395387708160438,0.33031063997431803,-0.5521410231135393,0.32354396503222616]"
747,-,"(16武汉)下列措施中,不能减弱噪声的是","[-0.2412956416872995,-0.03586612502112985,0.15539899787732533,-0.2700808729444231,0.3057051543146372]"
748,-,"如图,是三种乐器的波形图,则下列说法正确的是(     )","[-0.11727611707257372,0.20250598075134413,-0.3872940411259021,-0.12585491154875073,0.40114128802503857]"
749,-,"(2012武汉四月)学生们正在教室内上课,为了减小校园外汽车的噪声干扰,下列措施可行的是","[-0.34380125836469233,0.14777352241799235,0.6260486333630979,-0.18926552293123677,0.2694843225181103]"
750,-,"美国乔治梅森大学工程专业的两名学生Seth Robertson 和Viet Tran研究制造的声波灭火装置,如图所示,为消防灭...","[-0.22942717876285315,0.1377542670816183,-0.3348423348274082,0.06166856889612973,0.18593693953007462]"
751,-,"小明同学喜欢利用复读机进行英语听力训练,在音量不变的情况下,如果让复读机先正常播放一段录音,然后再快速...","[0.18346933806315066,0.34775960440747444,-0.007774615846574307,0.1835856098216027,-0.11004137136042119]"
752,-,"甲同学在一根足够长的注满水的水管的一端用石头敲击一次,乙同学在水管的另一端用耳朵贴着水管听声。乙同学...","[-0.00017868830925888484,0.5792076150990194,0.23840243948830497,0.10517553105536434,-0.22386043270428974]"
753,-,"关于图中的现象,下列分析正确的是(  )","[-0.1734242532402277,0.2511875219643116,-0.4527273227771123,-0.18077541142702103,0.5701087241371472]"
754,-,"关于声的利用,下列说法中不正确的是(    )","[-0.17914821133017542,0.19758106600493194,-0.5313609123229981,-0.16923575699329377,0.603068932890892]"
755,-,"如图所示,手机与音叉的位置保持不变。利用手机软件测出音叉发出的声音从30dB变为50dB.说明音叉振动的","[0.0806621428993013,-0.12429499921078482,0.35298675697089893,-0.24151393129593796,0.08964043581444356]"
756,-,"关于声的应用,下列说法错误的是(  )","[-0.12593117579817772,0.2359228424727917,-0.6223221242427827,-0.2319759637117386,0.6125956565141678]"
757,-,"为了使教室内的学生免受环境噪声的干扰,以下措施合理的是","[-0.30979096845516724,0.14808759134676722,0.39311159029603004,-0.21044963487010035,0.1172044641441769]"
758,-,"(2011武汉四月)如图所示,在学校的田径运动会上,小明看到发令枪旁边有一块圆形的档板,关于它的作用下列说法...","[-0.16023964111350084,0.22572075171200068,-0.25601233517456995,0.012759526113146229,0.3524325291969274]"
759,-,"(2012武汉元月)几位同学想计算闪电发生的位置到他们的距离,下列几种方案中误差最小的是","[-0.06632274301955476,0.3477129254024476,0.3272164543159306,-0.09920888725901023,0.32598920550663024]"
760,-,(五调9).下列关于声的说法中不正确的是,"[-0.1879758469760418,0.2424790017306805,-0.5597396790981293,-0.27338801324367523,0.6482084602117539]"
761,-,下列与声现象有关的说法中错误的是(  ),"[-0.24962555766105654,0.2713795639574528,-0.5142209708690644,-0.2611677348613739,0.6975926011800766]"
762,-,下列事例是利用声传递能量的是(     ),"[-0.18358764946460726,-0.0312744727358222,-0.046494689583778386,0.13779560178518296,0.678131565451622]"
763,-,"如图所示是楼梯中的一部分,从A到B是长短不同的铁护栏.一位同学用一根小木棒迅速从B到A逐一敲过铁护栏栏杆,...","[-0.06496831157710403,0.20642000040970743,0.11701178329531103,-0.11498774553183466,-0.019832831574603915]"
764,-,"(2006武汉中考)近年来,我市城市建设和发展越来越注重以人为本。如主城区汽车禁鸣、主干道路面刷黑、王家墩...","[0.16544218827039003,0.420649162804087,0.36003850152095157,-0.006895922874617907,-0.26137666404247284]"
765,2019级16班9.1-9.30九月错题集,"8个相同的玻璃瓶中灌入不同高度的水,仔细调节水的高度。敲击它们,就可以发出“1,2,3,4,5,6,7,”...","[-0.017894912903246126,0.12006535675180585,-0.1116027945750638,-0.2974761379392523,-0.07363513359603913]"
766,2019级16班9.1-9.30九月错题集,"公园里正在进行庆“六一”文艺汇演,小朋友的欢呼声传遍整个公园,这反映了声音(填“响度&rdq...","[-0.02541912431744012,-0.021871355489235033,0.014758966693823988,-0.12590225311842831,-0.1898236900398677]"
767,2019级16班9.1-9.30九月错题集,"星期天,小明在练小提琴之前需要调整琴弦的松紧程度,他这样做的目的是改变琴声的.悠扬 的琴声吵醒了正在熟睡...","[0.021673387736082076,-0.24614756539463997,0.05763363555073738,-0.08645873488858342,-0.026526011172682048]"
768,2019级16班9.1-9.30九月错题集,"如图所示,小明把钢尺紧按在桌面上,一端伸出桌面,拨动钢尺,听它发出的声音,同时注意钢尺振动的快慢,改变钢尺...","[-0.03986639842391014,0.04676690060645342,0.022536677606403828,-0.4044060277938843,-0.057999953757971526]"
769,2019级16班9.1-9.30九月错题集,"如图所示的现象说明了_______,物理学中把这种研究问题的方法叫做_______法. 敲鼓时,纸屑上下跳动 扬声器发...","[0.005689443512396379,-0.15202165039425547,-0.15621779393404722,-0.1683004472129555,1.8952837721867997e-05]"
770,2019级16班9.1-9.30九月错题集,"小枫同学有一次上学迟到了,走到教室门外就听到教室里有敲桌子的声音, 这是根据声音的来判断的;走进教室里,...","[-0.07704813487362117,-0.19095118079955378,0.12717543526863057,-0.16649568531041342,-0.06943379847022393]"
771,2019级16班9.1-9.30九月错题集,"在二胡表演时,表演者在用弓拉动琴弦的同时,不断用手指去控制琴弦的长度,这样做是为了改变声音 的  .","[0.0009172142793734868,-0.24902649401199248,0.07562291976951417,-0.2726001672978912,-0.13298295316330733]"
772,2019级16班9.1-9.30九月错题集,"控制噪声污染是“打造卫生城市,建设春城昆明”的重要举措.居民小区禁止汽车鸣笛是从减 弱噪声;城...","[0.026284874924881893,-0.3130463426086036,0.1786996302279559,-0.15072573653676294,0.0015875050290064378]"
773,2019级16班9.1-9.30九月错题集,"市场上有一款PM2.5检测仪,它可测量空气中直径范围为0.3~2.5 μm的颗粒物浓度,即它可测出最小直径为_______m...","[-0.0043348150084847985,-0.12947119606415863,-0.06614950459207529,-0.22580571067721947,-0.12974019040879994]"
774,2019级16班9.1-9.30九月错题集,"使正在发声的音叉接触水面,水面溅起水花,说明声音是由物体的  产生的.锣发声的时候,用手 按住锣面,锣声就消...","[0.055273207603022456,-0.13330268316591778,0.11532488888284811,-0.2610061829909682,-0.0907758978040268]"
775,2019级16班9.1-9.30九月错题集,"如图所示,用A、B两把刻度尺测量同一物体的长度,准确程度较高的是_______刻度尺,最接近物体长度真实值的读数...","[-0.0316019587866638,-0.2709737430711317,-0.008795255531921335,-0.20460889002551202,-0.09058823881913786]"
776,2019级16班9.1-9.30九月错题集,"海洋动物质量越大,其叫声越有力而低沉,即响度较_______,音调较_______如图所示,甲、乙两曲线为科考船声呐系...","[0.010560261424292217,-0.11401866808195006,-0.1194781920533966,-0.1534396992488341,-0.11737661258402196]"
777,2019级16班9.30至10.16错题集,"在如图所示的斜面上测量小车运动的平均速度,让小车从斜面的 A 点由静止开始下滑,分别测出小车到 达B 点和C ...","[-0.2142927434295416,-0.5916555197909474,0.04658080288209021,-0.49459901433438064,-0.07766770409652964]"
778,2019级16班9.30至10.16错题集,"百米赛跑终点计时员必须在看到发令枪冒“白烟”时就开始计时,而不能听到枪声才开始计时,这是因 ...","[0.05249726858455688,-0.22159840415697546,-0.055212171189486986,-0.1692680448293686,0.012380668241530658]"
779,2019级16班9.30至10.16错题集,"贝多芬是德国杰出的音乐家,维也纳古典乐派代表人物之一,世界音乐史上最伟大的作曲家之一.贝多芬56岁时听觉...","[-0.047963315388187766,0.1203823068838877,-0.2716985357304414,-0.10112317573900023,0.13939724695713568]"
780,2019级16班9.30至10.16错题集,"(河北中考)平直公路上并排停放着两辆汽车,一段时间后,坐在甲车上的小明感觉乙车向北运动,关于两辆汽车的运...","[-0.07418014524349321,-0.24578235546747842,0.11947388807311654,-0.11766099037292102,0.07618896666099317]"
781,2019级16班9.30至10.16错题集,"“会说话的汤姆猫”是一款手机宠物类应用软件.游戏时,当你对着它讲话,它就会模仿你的腔调学舌,非...","[0.011630926719483207,0.08332310069133253,-0.10321885478847168,-0.17084026665372007,-0.33751925705548597]"
782,2019级16班9.30至10.16错题集,在同一架钢琴上，弹奏C调“3(mi)”和“1(dou)”这两个音，以下说法正确的是( ),"[-0.0952492344991437,-0.02724906230079276,-0.22656626493803092,-0.27797126277749024,-0.05328759724008185]"
783,-,冰激凌变软,"[0.1617119461297989,0.09946250542998314,-0.0013924253289587796,0.06484866142272949,-0.16093886643648148]"
784,-,碘蒸气遇冷直接变成固态,"[-0.12988957334309817,-0.031011646427214146,-0.12119575906544924,-0.07978604733943939,-0.09991577714681626]"
785,-,"一支燃烧的蜡烛,从“蜡碗”内流出的液体蜡油,瞬间固化。","[0.08806488083468543,-0.17922725073165363,-0.027829692078133423,0.02923516680796941,0.13410184180570972]"
786,-,工厂浇铸车间铜块变铜水,"[0.20768108069896699,-0.06615513106808067,-0.11775696724653245,0.15693197548389437,-0.1615274950861931]"
787,-,游完泳从水里出来会很冷,"[0.10770421226819356,-0.08853288119037946,0.01837927351395289,0.04635828919708729,0.08553894671301046]"
788,-,"炼钢炉内熔化的铁水,倾倒出制成钢材。","[0.05769743770360947,-0.13360815433164436,0.019005487983425457,0.18927428250511485,0.0047288392670452595]"
789,-,"冬天,池塘的水结冰了","[0.07890446732441583,-0.11303977419932683,-0.07150289664665857,0.1679142713546753,0.09468723212679227]"
790,-,"天冷时,温暖的屋子的窗玻璃内部表面出现的水珠。","[0.21785493474453688,0.19856153894215822,0.0765015329234302,0.010684964247047901,-0.016520086326636374]"
791,-,"化雪的时候,在建筑物的尖角处,挂的冰凌柱。","[0.21184792816638948,-0.3136025369167328,0.1417396605014801,0.11379002779722214,0.17583201080560684]"
792,-,夏天看到冰棒冒着白气,"[0.3540871310979128,0.021435814909636974,-0.11816198751330376,0.02505166083574295,0.13142517395317554]"
793,-,夏天洒在地上的水一会儿变干了.,"[0.24459629505872726,0.15140609629452229,-0.17520077899098396,0.009830008260905743,0.12171793915331364]"
794,-,舞台上的白雾和人工降雨(部分涉及),"[0.11484431773424149,-0.2004156857728958,0.07746678777039051,0.10202118121087551,0.09197484012693168]"
795,-,"蜡烛点燃,蜡块变成蜡水","[-0.08821785524487497,-0.1366862364113331,-0.13498349972069265,-0.03572279363870621,-0.12840252965688706]"
796,-,工厂浇铸车间铜块变铜水,"[0.20768108069896699,-0.06615513106808067,-0.11775696724653245,0.15693197548389437,-0.1615274950861931]"
797,-,"用久的电灯泡会显得黑,","[0.15036785385260978,-0.24203973760207492,0.045890984435876206,0.0678543196991086,0.160949586580197]"
798,-,"一支燃烧的蜡烛,从“蜡碗”内流出的液体蜡油,瞬间固化。","[0.08806488083468543,-0.17922725073165363,-0.027829692078133423,0.02923516680796941,0.13410184180570972]"
799,-,"锅中的沸水,随着时间延续,水越来越少.","[-0.09483120031654835,0.0031212475926925736,-0.12034616805613041,0.10178370789314309,0.07622407345722118]"
800,-,"夏天天热的时候,狗经常把舌头伸出来。","[0.18803885641197363,-0.04847761911029617,0.03574196699385841,0.010881947198261816,0.0730806584469974]"
801,-,"春秋季早晨容易起雾,看见露水","[0.3303252483407656,0.12572589019934335,-0.03356377869689216,0.1286427912612756,-0.20858728575209776]"
802,-,天然气加压变为液化气,"[0.11034376174211502,-0.34342270717024803,0.2652824819087982,0.09345290623605251,0.16776450537145138]"
803,-,"戴眼镜的朋友在吃饭时,经常被“挡住视线,这也是液化现象","[0.06823543435893953,-0.013682023389264941,-0.010026579140685499,0.054353535640984774,0.12997205881401896]"
804,-,"夏天冰棍的外表上有一层“白粉”冬夜,","[0.15751257616405684,-0.00026756851002573967,-0.056805806855360665,0.2016497974594434,0.022585876286029816]"
805,-,夏天洒在地上的水一会儿变干了.,"[0.24459629505872726,0.15140609629452229,-0.17520077899098396,0.009830008260905743,0.12171793915331364]"
806,-,冰激凌变软,"[0.1617119461297989,0.09946250542998314,-0.0013924253289587796,0.06484866142272949,-0.16093886643648148]"
807,-,衣箱中的樟脑丸变小.,"[0.12182403604189554,-0.03166641357044379,-0.022724114668865997,0.10592515518267949,0.0021072598174214363]"
808,-,冬天的雪或雪人时间久了会发现变少或变小了,"[0.02808648068457842,-0.0658918246626854,-0.10730366284648576,0.057140637654811144,0.05365283243979017]"
809,-,碘受热变为紫色的碘蒸气.,"[0.061001120833680034,-0.20462637883611023,0.15026385709643364,0.05897407419979572,0.08226212067529559]"
810,-,"夏天天热的时候,狗经常把舌头伸出来。","[0.18803885641197363,-0.04847761911029617,0.03574196699385841,0.010881947198261816,0.0730806584469974]"
811,-,天然气加压变为液化气,"[0.11034376174211502,-0.34342270717024803,0.2652824819087982,0.09345290623605251,0.16776450537145138]"
812,-,工厂浇铸车间铜块变铜水,"[0.20768108069896699,-0.06615513106808067,-0.11775696724653245,0.15693197548389437,-0.1615274950861931]"
813,-,"炼钢炉内熔化的铁水,倾倒出制成钢材。","[0.05769743770360947,-0.13360815433164436,0.019005487983425457,0.18927428250511485,0.0047288392670452595]"
814,-,碘受热变为紫色的碘蒸气.,"[0.061001120833680034,-0.20462637883611023,0.15026385709643364,0.05897407419979572,0.08226212067529559]"
815,-,雪、霜、冰雹、雾凇、窗玻璃上冰花的形成。,"[0.17836337219923737,-0.07328837439417839,0.007309561409056187,0.07133675627410412,0.10806443095207215]"
816,-,夏天洒在地上的水一会儿变干了.,"[0.24459629505872726,0.15140609629452229,-0.17520077899098396,0.009830008260905743,0.12171793915331364]"
817,-,雨水、露水、雾气、高空的云层,"[0.1828108921647072,-0.0030549000948667526,-0.0006881915032863617,0.11584454029798508,0.0677511602640152]"
818,-,天然气加压变为液化气,"[0.11034376174211502,-0.34342270717024803,0.2652824819087982,0.09345290623605251,0.16776450537145138]"
819,-,"用久的电灯泡会显得黑,","[0.15036785385260978,-0.24203973760207492,0.045890984435876206,0.0678543196991086,0.160949586580197]"
820,-,水蒸气烫伤比开水烫伤更严重,"[0.1803063489496708,-0.2650500893592835,-0.029997656494379046,0.2405250072479248,0.17013687491416932]"
821,-,冰雪消融变成水,"[-0.3410024563781917,-0.12015771819278598,-0.2595183849334717,-0.13201014883816242,-0.16274855937808752]"
822,-,碘蒸气遇冷直接变成固态,"[-0.12988957334309817,-0.031011646427214146,-0.12119575906544924,-0.07978604733943939,-0.09991577714681626]"
823,2019级16班9.30至10.16错题集,"如图所示的现象说明了_______,物理学中把这种研究问题的方法叫做_______法. 敲鼓时,纸屑上下跳动 扬声器发...","[0.015774851044019062,-0.15506923961497487,-0.14876225102870236,-0.14737823471382613,0.011620034685447101]"
824,2019级16班9.30至10.16错题集,"在地球上做这样的实验:一人在一根较长的空心钢管的一端敲击一下,另一人在钢管的另一端耳朵贴近管口会听到两...","[-0.07075337223553409,0.22498908871784806,-0.011391211533918977,-0.10085959453135729,-0.24780967032226422]"
825,2019级16班9.30至10.16错题集,"小梦在探究声音高低与物体振动快慢的关系时,将钢尺的一端伸出桌面,用手拨动使其上下振动发出声音.如图所示,...","[-0.030012985225766897,-0.013709930858264366,0.011661763729838032,-0.2893535712112983,-0.0761897973716259]"
826,2019级16班9.30至10.16错题集,"8个相同的玻璃瓶中灌入不同高度的水,仔细调节水的高度。敲击它们,就可以发出“1,2,3,4,5,6,7,”...","[-0.007438846139444245,0.13162578083574772,-0.10042605010999572,-0.28024331728617347,-0.06419243179779086]"
827,2019级16班9.30至10.16错题集,"如图所示,将一把钢尺压在桌面上,一部分伸出桌面,用手拨动其伸出桌外的一端,轻拨与重拨钢尺,则钢尺发出声音...","[-0.10813409241382033,0.179977986185501,-0.03270755568519235,-0.35238245874643326,-0.1278849288355559]"
828,2019级16班9.30至10.16错题集,"在学习二胡演奏过程中,小明发现琴弦发出声音的音调高低受各种因素的影响,他决定对此进行研究,经过和同学们...","[-0.02622772023702661,-0.09570986210989454,-0.09441859651512155,-0.10477234483308469,-0.07931913479114883]"
829,2019级16班9.30至10.16错题集,"如图所示,四个相同玻璃瓶里装水,水面高度不同,主要是为了在敲击不同水瓶时改变发出声音的  ;如果能分别敲击...","[-0.005021047933648029,0.09736150875687599,0.003740992513485253,-0.2192594677908346,-0.09440338388473415]"
830,2019级16班9.30至10.16错题集,"如图所示,在教室里,小明敲响乙音叉时.  (1)与甲音叉的叉股接触的乒乓球被弹开;甲音叉 会 发出声音.(填&ldqu...","[-0.04023189682306515,-0.08147292770445347,0.16350656773688063,-0.29088382257355583,-0.04949622766839133]"
831,2019级16班9.30至10.16错题集,"如图是普通的医学听诊器,它能将声音集中在胶管中传播,这样做减少了声音的分散,增大了声音的_______,这比直...","[0.10200480875474485,-0.420418255539103,0.03441493314775554,-0.2284639681774107,-0.0018605611879717221]"
832,2019级16班9.30至10.16错题集,"(昆明中考)清晨,一觉醒来,听到窗外各种鸟儿欢快的鸣叫,有经验的人能够从这些声音中分辨出雄鸡、喜鹊、画眉...","[0.05014243601666142,-0.16638052308311063,-0.05458041257224977,-0.07973453402519226,-0.04542487906292081]"
833,2019级16班9.30至10.16错题集,"在二胡表演时,表演者在用弓拉动琴弦的同时,不断用手指去控制琴弦的长度,这样做是为了改变声音 的  .","[0.011268280725926162,-0.25707670487463474,0.09504327550530434,-0.2558468301780522,-0.1274519125232473]"
834,2019级16班9.30至10.16错题集,"小夏在研究口琴的发声原理时,拆掉了口琴外壳,发现在气孔边分布着长短、厚 薄都不同的一排铜片(如图所示).吹...","[0.029132453005083582,-0.14160087186081166,-0.029026718937199224,-0.07475639684972438,0.04511615049771287]"
835,-,"春秋季早晨容易起雾,看见露水","[0.3303252483407656,0.12572589019934335,-0.03356377869689216,0.1286427912612756,-0.20858728575209776]"
836,-,冰雪消融变成水,"[-0.3410024563781917,-0.12015771819278598,-0.2595183849334717,-0.13201014883816242,-0.16274855937808752]"
837,-,"一支燃烧的蜡烛,从“蜡碗”内流出的液体蜡油,瞬间固化。","[0.08806488083468543,-0.17922725073165363,-0.027829692078133423,0.02923516680796941,0.13410184180570972]"
838,-,晒在太阳下的湿衣服一会就干了.,"[0.15644582857688266,-0.00044101911286513007,0.02445459055403868,0.1750673900047938,0.05186604568734765]"
839,-,"冬天,池塘的水结冰了","[0.07890446732441583,-0.11303977419932683,-0.07150289664665857,0.1679142713546753,0.09468723212679227]"
840,-,"夏天天热的时候,狗经常把舌头伸出来。","[0.18803885641197363,-0.04847761911029617,0.03574196699385841,0.010881947198261816,0.0730806584469974]"
841,-,"夏天冰棍的外表上有一层“白粉”冬夜,","[0.15751257616405684,-0.00026756851002573967,-0.056805806855360665,0.2016497974594434,0.022585876286029816]"
842,-,"炼钢炉内熔化的铁水,倾倒出制成钢材。","[0.05769743770360947,-0.13360815433164436,0.019005487983425457,0.18927428250511485,0.0047288392670452595]"
843,-,干冰放置在空气中迅速消失,"[0.1779057439416647,0.07108872458338737,0.12780404388904573,-0.05836557671427727,-0.0056115202605724335]"
844,-,"冬天,冰冻的衣服变干","[0.14192640536930412,-0.08281801734119654,-0.05803581792861223,0.14691768866032362,0.112716362811625]"
